Campaign,Campaign type,Networks,Language,Campaign daily budget,Bid strategy type,Start date,End date,Campaign Status,EU political ads,Location,Location ID,Age,Ad Group,Ad Group Status,Status,Type,Keyword,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Headline 1 position,Headline 2 position,Headline 3 position,Headline 4 position,Headline 5 position,Headline 6 position,Headline 7 position,Headline 8 position,Headline 9 position,Headline 10 position,Headline 11 position,Headline 12 position,Headline 13 position,Headline 14 position,Headline 15 position,Description 1,Description 2,Description 3,Description 4,Sitelink text,Callout text,Header,Snippet Values,Comment
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,licencia de conducir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,renovar licencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,falabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,sura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,bci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,hdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,consorcio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,mapfre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,zenit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,reale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,cardif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,fid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,santander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,bancoestado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,scotiabank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,comparaonline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,queplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,soap bomberos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,denunciar siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,reportar siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,estado siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,seguimiento siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,liquidación siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,número de siniestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,reembolso seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,indemnización pendiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,pago de póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,pagar seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,anular seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,cancelar seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,dar de baja seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,terminar seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,portal clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,mi póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,descargar póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,duplicado póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,certificado de cobertura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,renovación póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,empleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,vacantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,sueldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,práctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,pasantía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,curriculum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,cv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,qué es un seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,definición seguro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,ley de seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,normativa seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,cmf seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,curso de seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,tesis seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,tarea seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,pdf seguros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,ejemplo póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,modelo de póliza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,hogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,vida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,viaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,mascota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,celular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,cesantía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,dental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,incendio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,escolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,comprar auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,vender auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,venta de autos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,arriendo de autos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,rent a car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,crédito automotriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,leasing automotriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,repuestos auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,taller mecánico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,mecánico a domicilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,lavado de autos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,Campaign negative,desabolladura y pintura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negativa amplia a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www9.acme.cl/corporate/web/ventadigital/cotizacionPlus/auto-digital/inicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotiza tu seguro 100% online,Revisa tu precio antes de pagar,,,Cotiza Auto Digital,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Compara Básico, Estándar y Premium",Elige el que se adapte a ti,,,Planes del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robo, daños y responsabilidad civil",Revisa el detalle por plan,,,Coberturas del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grúa y rescate 24/7,Revisa asistencias por plan,,,Asistencias del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://edge.sitecorecloud.io/acmeinsurf8c0-zwpshared-prod-d824/media/project/acme-headless/chile/docs/fichaspl/seguro_auto_digital_09-2026.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elige 0, 3, 5 o 10 UF",Revisa cómo funciona el deducible,,,Deducibles Disponibles,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Según la alternativa elegida,Revisa condiciones de asistencia,,,Auto de Reemplazo,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://edge.sitecorecloud.io/acmeinsurf8c0-zwpshared-prod-d824/media/project/acme-headless/chile/docs/fichaspl/seguro_auto_digital_09-2026.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conoce coberturas y exclusiones,Consulta la ficha del producto,,,Ficha del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resuelve dudas antes de cotizar,Revisa inspección y vigencia,,,Preguntas Frecuentes,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contrata 100% En Línea,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotiza y Contrata,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Planes Para Elegir,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deducibles 0, 3, 5 y 10",,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robo y Daños,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Responsabilidad Civil,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grúa y Rescate 24/7,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conductor de Reemplazo,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reparación In Situ,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mundo Acme,,,Texto destacado a nivel campaña
Search | Auto Digital | Producto Always On,,,es,,,,,,,,,,,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tipos,Plan Básico;Plan Estándar;Plan Premium,Fragmento estructurado informativo a nivel campaña: Tipos
Search | Auto Digital | Producto Always On,,,es,,,,,,,,,,,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cobertura de seguro,Daños materiales;Robo y hurto;Pérdida total;Responsabilidad civil;Robo de accesorios;Daños por granizo,Fragmento estructurado informativo a nivel campaña: Cobertura de seguro
Search | Auto Digital | Producto Always On,,,es,,,,,,,,,,,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catálogo de servicios,Grúa y rescate 24/7;Reparación in situ;Auto de reemplazo;Conductor de reemplazo;Orientación legal;Revisión técnica,Fragmento estructurado informativo a nivel campaña: Catálogo de servicios
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www9.acme.cl/corporate/web/ventadigital/cotizacionPlus/auto-digital/inicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contrata online con promoción,Vigente hasta el 30/09/2026,,,Cotiza con 3 Cuotas,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://edge.sitecorecloud.io/acmeinsurf8c0-zwpshared-prod-d824/media/project/acme-headless/chile/docs/zch-bases-3-cuotas-gratis-septiembre-extension.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consulta requisitos y vigencia,Revisa las condiciones oficiales,,,Bases de la Promoción,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www9.acme.cl/corporate/web/ventadigital/cotizacionPlus/auto-digital/inicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compra tu seguro 100% online,Según tu tipo de vehículo,,,3 Cuotas Gratis,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Compara Básico, Estándar y Premium",Elige el que se adapte a ti,,,Planes del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robo, daños y responsabilidad civil",Revisa el detalle por plan,,,Coberturas del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www.acme.cl/seguros-auto/auto-digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grúa y rescate 24/7,Revisa asistencias por plan,,,Asistencias del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://edge.sitecorecloud.io/acmeinsurf8c0-zwpshared-prod-d824/media/project/acme-headless/chile/docs/fichaspl/seguro_auto_digital_09-2026.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conoce coberturas y exclusiones,Consulta la ficha del producto,,,Ficha del Seguro,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,https://www.acme.cl/mundo-acme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beneficios y descuentos exclusivos,Conoce el programa para clientes,,,Mundo Acme,,,,Enlace de sitio a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Cuotas Gratis,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta 30/09/2026,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contrata 100% En Línea,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compra Según Tu Auto,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mundo Acme,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grúa y Rescate 24/7,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conductor de Reemplazo,,,Texto destacado a nivel campaña
Search | Auto Digital | Promo 3 Cuotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reparación In Situ,,,Texto destacado a nivel campaña
